arXiv:1804.00003, Title: Spectral Estimation of Plasma Fluctuations I: Comparison of Methods
arXiv:1804.01620, Title: Active covariance estimation by random sub-sampling of variables
arXiv:1804.01712, Title: Variational Rejection Sampling
arXiv:1804.01756, Title: The Kanerva Machine: A Generative Distributed Memory
arXiv:1804.01777, Title: Future Energy Consumption Prediction Based on Grey Forecast Model
arXiv:1804.01807, Title: Bayesian Extreme Value Analysis of Stock Exchange Data
arXiv:1804.01809, Title: Time Series Analysis of the Southern Oscillation Index using Bayesian  Additive Regression Trees
arXiv:1804.01811, Title: Asymptotic genealogies of interacting particle systems with an  application to sequential Monte Carlo
arXiv:1804.01858, Title: Robust Fusion Methods for Structured Big Data
arXiv:1804.01864, Title: Adaptive test for ergodic diffusions plus noise
arXiv:1804.01955, Title: Explanations of model predictions with live and breakDown packages
arXiv:1804.01957, Title: A Class of Skewed Distributions with Applications in Environmental Data
arXiv:1804.02081, Title: Adaptive Diffusions for Scalable Learning over Graphs
arXiv:1804.02086, Title: Structured Disentangled Representations
arXiv:1804.02089, Title: Optimal Design Emulators: A Point Process Approach
arXiv:1804.02090, Title: Microsimulation Model Calibration using Incremental Mixture Approximate  Bayesian Computation
arXiv:1804.02097, Title: Multi-view Banded Spectral Clustering with Application to ICD9  Clustering
arXiv:1804.02218, Title: Estimation of geodesic tortuosity and constrictivity in stationary  random closed sets
arXiv:1804.02229, Title: Theory of Cricket: Target Scores and Predictability
arXiv:1804.02253, Title: A comparison of deep networks with ReLU activation function and linear  spline-type methods
arXiv:1804.02261, Title: Chatter Classification in Turning Using Machine Learning and Topological  Data Analysis
arXiv:1804.02274, Title: Computationally efficient inference for latent position network models
arXiv:1804.02334, Title: Individualized Dynamic Prediction of Survival under Time-Varying  Treatment Strategies
arXiv:1804.02348, Title: Statistical inference for autoregressive models under heteroscedasticity  of unknown form
arXiv:1804.02411, Title: The Loss Surface of XOR Artificial Neural Networks
arXiv:1804.02461, Title: Discussion of the article "Bayesian cluster analysis: point estimation  and credible balls" by Wade and Ghahramani
arXiv:1804.02482, Title: High-dimensional Adaptive Minimax Sparse Estimation with Interactions
arXiv:1804.02485, Title: Fortified Networks: Improving the Robustness of Deep Networks by  Modeling the Manifold of Hidden Representations
arXiv:1804.02499, Title: A group-based approach to the least squares regression for handling  multicollinearity from strongly correlated variables
arXiv:1804.02526, Title: Likelihood-Free Parameter Estimation for Dynamic Queueing Networks
arXiv:1804.02592, Title: Linear Mixed-Effects Models for Non-Gaussian Repeated Measurement Data
arXiv:1804.02605, Title: Moving Beyond Sub-Gaussianity in High-Dimensional Statistics:  Applications in Covariance Estimation and Linear Regression
arXiv:1804.02655, Title: Efficient Computational Algorithm for Optimal Continuous Experimental  Designs
arXiv:1804.02719, Title: Accelerating MCMC Algorithms
arXiv:1804.02737, Title: eQTL Mapping via Effective SNP Ranking and Screening
arXiv:1804.02742, Title: Bayesian Calibration of Force-fields from Experimental Data: TIP4P Water
arXiv:1804.02744, Title: Unsupervised Learning of Mixture Models with a Uniform Background  Component
arXiv:1804.02747, Title: Fast Conditional Independence Test for Vector Variables with Large  Sample Sizes
arXiv:1804.02756, Title: Adaptive multiclass nearest neighbor classifier
arXiv:1804.02757, Title: A Bayesian sequential test for the drift of a fractional Brownian motion
arXiv:1804.02772, Title: Active Mini-Batch Sampling using Repulsive Point Processes
arXiv:1804.02784, Title: Bayesian Estimation of Attribute and Identification Disclosure Risks in  Synthetic Data
arXiv:1804.02811, Title: Connecting Dots -- from Local Covariance to Empirical Intrinsic Geometry  and Locally Linear Embedding
arXiv:1804.02905, Title: Some indices to measure departures from stochastic order
arXiv:1804.02921, Title: Distributional Regression Forests for Probabilistic Precipitation  Forecasting in Complex Terrain
arXiv:1804.02955, Title: Short Term Load Forecasts of Low Voltage Demand and the Effects of  Weather
arXiv:1804.02969, Title: A review of possible effects of cognitive biases on interpretation of  rule-based machine learning models
arXiv:1804.03015, Title: Least Squares Wavelet-based Estimation for Additive Regression Models  using Non Equally-Spaced Designs
arXiv:1804.03016, Title: A Bayes-Sard Cubature Method
arXiv:1804.03018, Title: High-dimensional Linear Discriminant Analysis: Optimality, Adaptive  Algorithm, and Missing Data
arXiv:1804.03029, Title: Estimation in a simple linear regression model with measurement error
arXiv:1804.03062, Title: On marginal and conditional parameters in logistic regression models
arXiv:1804.03077, Title: A plug-in approach to maximising precision at the top and recall at the  top
arXiv:1804.03105, Title: Central limit theorems via Stein's method for randomized experiments  under interference
arXiv:1804.03109, Title: Tensor Mixed Effects Model with Applications in Nanomanufacturing  Inspection
arXiv:1804.03122, Title: Bayesian Predictive Inference For Finite Population Quantities Under  Informative Sampling
arXiv:1804.03154, Title: Cauchy noise loss for stochastic optimization of random matrix models  via free deterministic equivalents
arXiv:1804.03184, Title: Adversarial Time-to-Event Modeling
arXiv:1804.03185, Title: Cluster Failure Revisited: Impact of First Level Design and Data Quality  on Cluster False Positive Rates
arXiv:1804.03194, Title: Human-Guided Data Exploration
arXiv:1804.03201, Title: Scalable Factorized Hierarchical Variational Autoencoder Training
arXiv:1804.03206, Title: Merging joint distributions via causal model classes with low VC  dimension
arXiv:1804.03236, Title: Building Function Approximators on top of Haar Scattering Networks
arXiv:1804.03255, Title: Structural break analysis for spectrum and trace of covariance  operators?
arXiv:1804.03273, Title: On the Supermodularity of Active Graph-based Semi-supervised Learning  with Stieltjes Matrix Regularization
arXiv:1804.03274, Title: Efficient Predictor Ranking and False Discovery Proportion Control in  High-Dimensional Regression
arXiv:1804.03366, Title: Testing equality of spectral density operators for functional linear  processes
arXiv:1804.03378, Title: Maximum likelihood estimation for Gaussian processes under inequality  constraints
arXiv:1804.03452, Title: Pair correlation functions for identifying spatial correlation in  discrete domains
arXiv:1804.03509, Title: Strong consistency of Krichevsky-Trofimov estimator for the number of  communities in the Stochastic Block Model
arXiv:1804.03515, Title: Hyperparameters and Tuning Strategies for Random Forest
arXiv:1804.03523, Title: Discontinuous Hamiltonian Monte Carlo for Probabilistic Programs
arXiv:1804.03599, Title: Understanding disentangling in $β$-VAE
arXiv:1804.03601, Title: Nonparametric Estimation of Surface Integrals on Density Level Sets
arXiv:1804.03615, Title: Subsampled Optimization: Statistical Guarantees, Mean Squared Error  Approximation, and Sampling Method
arXiv:1804.03616, Title: Fast and scalable non-parametric Bayesian inference for Poisson point  processes
arXiv:1804.03637, Title: Model-Free Conditional Feature Screening with Exposure Variables
arXiv:1804.03707, Title: A Tamper-Free Semi-Universal Communication System for Deletion Channels
arXiv:1804.03714, Title: Model-based Quantile Regression for Discrete Data
arXiv:1804.03728, Title: Tensor Robust Principal Component Analysis with A New Tensor Nuclear  Norm
arXiv:1804.03740, Title: Multimodal Sparse Bayesian Dictionary Learning
arXiv:1804.03761, Title: Derivative free optimization via repeated classification
arXiv:1804.03797, Title: Dynamic Multivariate Functional Data Modeling via Sparse Subspace  Learning
arXiv:1804.03811, Title: Estimating Time-Varying Graphical Models
arXiv:1804.03911, Title: Structural causal models for macro-variables in time-series
arXiv:1804.03942, Title: A Test for Multivariate Location Parameter in Elliptical Model based on  Forward Search Method
arXiv:1804.03958, Title: Interdependent Gibbs Samplers
arXiv:1804.03963, Title: Motor Unit Number Estimation via Sequential Monte Carlo
arXiv:1804.03981, Title: Compressive Regularized Discriminant Analysis of High-Dimensional Data  with Applications to Microarray Studies
arXiv:1804.03989, Title: Use of the geometric mean as a statistic for the scale of the coupled  Gaussian distributions
arXiv:1804.04034, Title: Maximum likelihood estimation in hidden Markov models with inhomogeneous  noise
arXiv:1804.04085, Title: Mean and median bias reduction in generalized linear models
arXiv:1804.04103, Title: Stochastic Comparison of Parallel Systems with Log-Lindley Distributed  Components under Random Shocks
arXiv:1804.04108, Title: LAN property for stochastic differential equations driven by fractional  Brownian motion of Hurst parameter $H\in(1/4,1/2)$
arXiv:1804.04171, Title: KS(conf ): A Light-Weight Test if a ConvNet Operates Outside of Its  Specifications
arXiv:1804.04210, Title: The spatial sign covariance operator: Asymptotic results and  applications
arXiv:1804.04231, Title: Sparse Bayesian Factor Analysis when the Number of Factors is Unknown
arXiv:1804.04241, Title: Capsules for Object Segmentation
arXiv:1804.04249, Title: A Likelihood Ratio Approach for Precise Discovery of Truly Relevant  Protein Markers
arXiv:1804.04255, Title: Improved Horvitz-Thompson Estimator in Survey Sampling
arXiv:1804.04299, Title: Model identification for ARMA time series through convolutional neural  networks
arXiv:1804.04306, Title: The effect of a Durbin-Watson pretest on confidence intervals in  regression
arXiv:1804.04324, Title: Local reservoir model for choice-based learning
arXiv:1804.04333, Title: Causal Generative Domain Adaptation Networks
arXiv:1804.04359, Title: Efficiently Combining Pseudo Marginal and Particle Gibbs Sampling
arXiv:1804.04368, Title: Regularisation of Neural Networks by Enforcing Lipschitz Continuity
arXiv:1804.04378, Title: Fast Gaussian Process Based Gradient Matching for Parameter  Identification in Systems of Nonlinear ODEs
arXiv:1804.04440, Title: Temporal Interpolation via Motion Field Prediction
arXiv:1804.04444, Title: Multilevel Particle Filters for Lévy-driven stochastic differential  equations
arXiv:1804.04448, Title: Simple Domain Adaptation with Class Prediction Uncertainty Alignment
arXiv:1804.04452, Title: Solving Bongard Problems with a Visual Language and Pragmatic Reasoning
arXiv:1804.04541, Title: A copula-based sensitivity analysis method and its application to a  North Sea sediment transport model
arXiv:1804.04557, Title: A noniterative sample size procedure for tests based on t distributions
arXiv:1804.04583, Title: A New Generative Statistical Model for Graphs: The Latent Order Logistic  (LOLOG) Model
arXiv:1804.04586, Title: Reliability Analysis of Polymeric Materials
arXiv:1804.04587, Title: Power Analysis in a SMART Design: Sample Size Estimation for Determining  the Best Dynamic Treatment Regime
arXiv:1804.04588, Title: Bayesian Modeling of Air Pollution Extremes Using Nested Multivariate  Max-Stable Processes
arXiv:1804.04590, Title: Mixed-Effect Modeling for Longitudinal Prediction of Cancer Tumor
arXiv:1804.04628, Title: A Mathematical Approach to Comply with Ethical Constraints in  Compassionate Use Treatments
arXiv:1804.04640, Title: Fast Counting in Machine Learning Applications
arXiv:1804.04678, Title: Fast approaches for Bayesian estimation of size of hard-to-reach  populations using Network Scale-up
arXiv:1804.04778, Title: Understanding Community Structure in Layered Neural Networks
arXiv:1804.04780, Title: Adversarial Clustering: A Grid Based Clustering Algorithm Against Active  Adversaries
arXiv:1804.04791, Title: Fast, Parameter free Outlier Identification for Robust PCA
arXiv:1804.04846, Title: Robust 1-Bit Compressed Sensing via Hinge Loss Minimization
arXiv:1804.04859, Title: Infinite dimensional adaptive MCMC for Gaussian processes
arXiv:1804.04916, Title: Large Sample Properties of Partitioning-Based Series Estimators
arXiv:1804.04948, Title: The rationality of irrationality in the Monty Hall problem
arXiv:1804.04954, Title: Evaluation of the Gradient Boosting of Regression Trees Method on  Estimating the Car Following Behavior
arXiv:1804.04960, Title: Introducing a Cost-Effective Approach for Improving the Arterial Traffic  Performance Operating Under the Semi-Actuated Coordinated Signal Control
arXiv:1804.04977, Title: A Sequential Algorithm to Detect Diffusion Switching along Intracellular  Particle Trajectories
arXiv:1804.05015, Title: Large-scale diversity estimation through surname origin inference
arXiv:1804.05061, Title: Non-rigid image registration using spatially region-weighted correlation  ratio and GPU-acceleration
arXiv:1804.05079, Title: Robust Estimation of the Weighted Average Treatment Effect for A Target  Population
arXiv:1804.05133, Title: A Latent Gaussian Mixture Model for Clustering Longitudinal Data
arXiv:1804.05144, Title: Simultaneous Edit and Imputation for Household Data with Structural  Zeros
arXiv:1804.05146, Title: A comparison of methods for model selection when estimating individual  treatment effects
arXiv:1804.05163, Title: Development of a Common Patient Assessment Scale across the Continuum of  Care: A Nested Multiple Imputation Approach
arXiv:1804.05185, Title: Constrained maximum likelihood estimation of clusterwise linear  regression models with unknown number of components
arXiv:1804.05214, Title: Fast Optimal Bandwidth Selection for RBF Kernel using Reproducing Kernel  Hilbert Space Operators for Kernel Based Classifiers
arXiv:1804.05274, Title: A bootstrap analysis for finite populations
arXiv:1804.05283, Title: OmicsMapNet: Transforming omics data to take advantage of Deep  Convolutional Neural Network for discovery
arXiv:1804.05316, Title: From CDF to PDF --- A Density Estimation Method for High Dimensional  Data
arXiv:1804.05373, Title: A Semiparametric Approach to Model Effect Modification
arXiv:1804.05378, Title: Estimating Individualized Optimal Combination Therapies through Outcome  Weighted Deep Learning Algorithms
arXiv:1804.05402, Title: Approximating the covariance ellipsoid
arXiv:1804.05430, Title: Penalty-based spatial smoothing and outlier detection for childhood  obesity surveillance from electronic health records
arXiv:1804.05433, Title: Adaptivity for Regularized Kernel Methods by Lepskii's Principle
arXiv:1804.05454, Title: A refinement of Bennett's inequality with applications to portfolio  optimization
arXiv:1804.05482, Title: Binary Matrix Factorization via Dictionary Learning
arXiv:1804.05494, Title: conformalClassification: A Conformal Prediction R Package for  Classification
arXiv:1804.05521, Title: SpatEntropy: Spatial Entropy Measures in R
arXiv:1804.05545, Title: Mendelian randomization with a binary exposure variable: interpretation  and presentation of causal estimates
arXiv:1804.05567, Title: Constant Step Size Stochastic Gradient Descent for Probabilistic  Modeling
arXiv:1804.05589, Title: SPSA-FSR: Simultaneous Perturbation Stochastic Approximation for Feature  Selection and Ranking
arXiv:1804.05632, Title: On the Equivalence of f-Divergence Balls and Density Bands in Robust  Detection
arXiv:1804.05753, Title: RFCDE: Random Forests for Conditional Density Estimation
arXiv:1804.05783, Title: Semi-parametric transformation boundary regression models
arXiv:1804.05803, Title: Ecological Regression with Partial Identification
arXiv:1804.05806, Title: Deep Embedding Kernel
arXiv:1804.05809, Title: Split-and-augmented Gibbs sampler - Application to large-scale inference  problems
arXiv:1804.05862, Title: Compressibility and Generalization in Large-Scale Deep Learning
arXiv:1804.05882, Title: Confidence intervals for the area under the receiver operating  characteristic curve in the presence of ignorable missing data
arXiv:1804.05915, Title: Trace class Markov chains for the Normal-Gamma Bayesian shrinkage model
arXiv:1804.05923, Title: A stochastic second-order generalized estimating equations approach for  estimating intraclass correlation coefficient in the presence of informative  missing data
arXiv:1804.05959, Title: Structured Recovery with Heavy-tailed Measurements: A Thresholding  Procedure and Optimal Rates
arXiv:1804.05965, Title: MaxGain: Regularisation of Neural Networks by Constraining Activation  Magnitudes
arXiv:1804.05975, Title: Optimal mean squared error bandwidth for spectral variance estimators in  MCMC simulations
arXiv:1804.06022, Title: Predicting Future Machine Failure from Machine State Using Logistic  Regression
arXiv:1804.06216, Title: Learning Sparse Latent Representations with the Deep Copula Information  Bottleneck
arXiv:1804.06223, Title: A Comparison of Machine Learning Algorithms for the Surveillance of  Autism Spectrum Disorder
arXiv:1804.06234, Title: Clustering Analysis on Locally Asymptotically Self-similar Processes  with Known Number of Clusters
arXiv:1804.06285, Title: Bayesian model-data synthesis with an application to global  Glacio-Isostatic Adjustment
arXiv:1804.06327, Title: Classifying Antimicrobial and Multifunctional Peptides with Bayesian  Network Models
arXiv:1804.06406, Title: nestcheck: diagnostic tests for nested sampling calculations
arXiv:1804.06466, Title: Objective Bayesian Inference for Repairable System Subject to Competing  Risks
arXiv:1804.06481, Title: Unlearn What You Have Learned: Adaptive Crowd Teaching with  Exponentially Decayed Memory Learners
arXiv:1804.06490, Title: Multivariate Gaussian Process Regression for Multiscale Data  Assimilation and Uncertainty Reduction
arXiv:1804.06494, Title: Minimax rate of testing in sparse linear regression
arXiv:1804.06561, Title: A Mean Field View of the Landscape of Two-Layers Neural Networks
arXiv:1804.06583, Title: Estimation of the extreme value index in a censorship framework:  asymptotic and finite sample behaviour
arXiv:1804.06620, Title: Visualizing the Feature Importance for Black Box Models
arXiv:1804.06622, Title: A Solution for Large-scale Multi-object Tracking
arXiv:1804.06663, Title: E- and R-optimality of block designs for treatment-control comparisons
arXiv:1804.06673, Title: Bayesian Metabolic Flux Analysis reveals intracellular flux couplings
arXiv:1804.06699, Title: Is a Finite Intersection of Balls Covered by a Finite Union of Balls in  Euclidean Spaces ?
arXiv:1804.06742, Title: An efficient open-source implementation to compute the Jacobian matrix  for the Newton-Raphson power flow algorithm
arXiv:1804.06788, Title: Validating Bayesian Inference Algorithms with Simulation-Based  Calibration
arXiv:1804.06802, Title: Entropic Spectral Learning in Large Scale Networks
arXiv:1804.06806, Title: A Min.Max Algorithm for Spline Based Modeling of Violent Crime Rates in  USA
arXiv:1804.06883, Title: Bayesian estimation of a semiparametric recurrent event model with  applications to the penetrance estimation of multiple primary cancers in  Li-Fraumeni Syndrome
arXiv:1804.06906, Title: Checking the Model and the Prior for the Constrained Multinomial
arXiv:1804.06912, Title: You Must Have Clicked on this Ad by Mistake! Data-Driven Identification  of Accidental Clicks on Mobile Ads with Applications to Advertiser Cost  Discounting and Click-Through Rate Prediction
arXiv:1804.07010, Title: Forward-Backward Stochastic Neural Networks: Deep Learning of  High-dimensional Partial Differential Equations
arXiv:1804.07059, Title: Exploring Partially Observed Networks with Nonparametric Bandits
arXiv:1804.07065, Title: Bayesian nonparametric analysis of Kingman's coalescent
arXiv:1804.07079, Title: On optimal allocation of treatment/condition variance in principal  component analysis
arXiv:1804.07091, Title: Detecting Regions of Maximal Divergence for Spatio-Temporal Anomaly  Detection
arXiv:1804.07101, Title: Dictionary learning - from local towards global and adaptive
arXiv:1804.07117, Title: On Large Lag Smoothing for Hidden Markov Models
arXiv:1804.07134, Title: varrank: an R package for variable ranking based on mutual information  with applications to observed systemic datasets
arXiv:1804.07192, Title: Multiple factor analysis of distributional data
arXiv:1804.07203, Title: The Hardness of Conditional Independence Testing and the Generalised  Covariance Measure
arXiv:1804.07262, Title: Nonparametric Bayesian label prediction on a large graph using truncated  Laplacian regularization
arXiv:1804.07344, Title: Effects of sampling skewness of the importance-weighted risk estimator  on model selection
arXiv:1804.07347, Title: Randomized ICA and LDA Dimensionality Reduction Methods for  Hyperspectral Image Classification
arXiv:1804.07349, Title: Invitación al estudio estadístico del lenguaje
arXiv:1804.07371, Title: Powerful genome-wide design and robust statistical inference in  two-sample summary-data Mendelian randomization
arXiv:1804.07416, Title: Variable Selection via Adaptive False Negative Control in  High-Dimensional Regression
arXiv:1804.07430, Title: Empirical-likelihood-based criteria for model selection on marginal  analysis of longitudinal data with dropout missingness
arXiv:1804.07483, Title: An efficient particle-based method for maximum likelihood estimation in  nonlinear state-space models
arXiv:1804.07549, Title: A Bayesian Framework for Assessing the Strength Distribution of  Composite Structures with Random Defects
arXiv:1804.07566, Title: On the Post Selection Inference constant under Restricted Isometry  Properties
arXiv:1804.07600, Title: Conditional Maximum Lq-Likelihood Estimation for Regression Model with  Autoregressive Error Terms
arXiv:1804.07672, Title: Unsupervised learning of the brain connectivity dynamic using residual  D-net
arXiv:1804.07683, Title: Review of methods for assessing the causal effect of binary  interventions from aggregate time-series observational data
arXiv:1804.07734, Title: A new regression model for positive data
arXiv:1804.07742, Title: The Identifiable Elicitation Complexity of the Mode is Infinite
arXiv:1804.07768, Title: Sampling the Riemann-Theta Boltzmann Machine
arXiv:1804.07780, Title: Generalized Linear Model for Gamma Distributed Variables via Elastic Net  Regularization
arXiv:1804.07833, Title: Two Metropolis-Hastings algorithms for posterior measures with  non-Gaussian priors in infinite dimensions
arXiv:1804.07863, Title: Propensity Score Methods for Merging Observational and Experimental  Datasets
arXiv:1804.07882, Title: Dynamic Ensemble Selection VS K-NN: why and when Dynamic Selection  obtains higher classification performance?
arXiv:1804.07919, Title: Probabilistic Analysis of Balancing Scores for Causal Inference
arXiv:1804.07923, Title: Resolving the Lord's Paradox
arXiv:1804.07931, Title: Entire Space Multi-Task Model: An Effective Approach for Estimating  Post-Click Conversion Rate
arXiv:1804.07935, Title: Best subset selection in linear regression via bi-objective mixed  integer linear programming
arXiv:1804.07937, Title: A geometric view on Pearson's correlation coefficient and a  generalization of it to non-linear dependencies
arXiv:1804.07940, Title: Viewing Simpson's Paradox
arXiv:1804.07941, Title: On Associative Confounder Bias
arXiv:1804.08055, Title: Nonparametric Bayesian Instrumental Variable Analysis: Evaluating  Heterogeneous Effects of Arterial Access Sites for Opening Blocked Blood  Vessels
arXiv:1804.08116, Title: A constrained risk inequality for general losses
arXiv:1804.08130, Title: Sparse Travel Time Estimation from Streaming Data
arXiv:1804.08137, Title: Learning Bayesian Networks from Big Data with Greedy Search:  Computational Complexity and Efficient Implementation
arXiv:1804.08143, Title: Maximum entropy priors with derived parameters in a specified  distribution
arXiv:1804.08154, Title: Local White Matter Architecture Defines Functional Brain Dynamics
arXiv:1804.08222, Title: A direct approach to false discovery rates by decoy permutations
arXiv:1804.08298, Title: Layered Based Augmented Complex Kalman Filter for Fast Forecasting-Aided  State Estimation of Distribution Networks
arXiv:1804.08326, Title: Understanding Cross-sectional Dependence in Panel Data
arXiv:1804.08341, Title: Randomized Mixture Models for Probability Density Approximation and  Estimation
arXiv:1804.08345, Title: Optimal B-Robust Estimation for the Parameters of Marshall-Olkin  Extended Burr XII Distribution and Application for Modeling Data from  Pharmacokinetics Study
arXiv:1804.08365, Title: Positive data kernel density estimation via the logKDE package for R
arXiv:1804.08408, Title: Filtering of Multidimensional Stationary Sequences with Missing  Observations
arXiv:1804.08501, Title: Dropping Networks for Transfer Learning
arXiv:1804.08552, Title: Measurement Errors in R
arXiv:1804.08553, Title: On the circular correlation coefficients for bivariate von Mises  distributions on a torus
arXiv:1804.08570, Title: Measuring Within and Between Group Inequality in Early-Life Mortality  Over Time: A Bayesian Approach with Application to India
arXiv:1804.08646, Title: A Theory of Statistical Inference for Ensuring the Robustness of  Scientific Results
arXiv:1804.08650, Title: Bayesian Bandwidth Test and Selection for High-dimensional Banded  Precision Matrices
arXiv:1804.08665, Title: A pseudo-likelihood approach for multivariate meta-analysis of test  accuracy studies with multiple thresholds
arXiv:1804.08682, Title: Boltzmann Encoded Adversarial Machines
arXiv:1804.08694, Title: Two-stage approaches to the analysis of occupancy data I: The  homogeneous case
arXiv:1804.08698, Title: A novel distribution-free hybrid regression model for manufacturing  process efficiency improvement
arXiv:1804.08715, Title: A constrained regression model for an ordinal response with ordinal  predictors
arXiv:1804.08738, Title: Bayesian Updating and Uncertainty Quantification using Sequential  Tempered MCMC with the Rank-One Modified Metropolis Algorithm
arXiv:1804.08741, Title: Statistical Estimation of Conditional Shannon Entropy
arXiv:1804.08750, Title: A machine learning model for identifying cyclic alternating patterns in  the sleeping brain
arXiv:1804.08760, Title: Is My Matched Dataset As-If Randomized, More, Or Less? Unifying the  Design and Analysis of Observational Studies
arXiv:1804.08796, Title: Block-Structure Based Time-Series Models For Graph Sequences
